ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
A_24_P46377,5.36E-01,3.06E-01,-1.04,-6.028378,-2.93E-01,THG1L,tRNA-histidine guanylyltransferase 1 like
A_23_P320728,5.36E-01,3.06E-01,1.04,-6.028455,8.25E-01,,
A_23_P396981,5.36E-01,3.06E-01,1.04,-6.028462,6.22E-01,CCDC66,coiled-coil domain containing 66
A_24_P278299,5.36E-01,3.06E-01,-1.04,-6.028523,-3.64E-01,ASB13,ankyrin repeat and SOCS box containing 13
A_24_P291133,5.36E-01,3.06E-01,1.04,-6.02859,3.00E-01,UHMK1,U2AF homology motif (UHM) kinase 1
A_23_P150718,5.36E-01,3.06E-01,1.04,-6.028626,2.06E-01,RHOG,ras homolog family member G
A_23_P32970,5.36E-01,3.06E-01,1.04,-6.028627,5.15E-01,,
A_23_P131683,5.36E-01,3.06E-01,1.04,-6.028736,6.49E-01,MAPRE3,microtubule associated protein RP/EB family member 3
A_23_P73604,5.36E-01,3.06E-01,-1.04,-6.028782,-2.51E-01,TRMT2B,tRNA methyltransferase 2 homolog B
A_32_P225021,5.36E-01,3.06E-01,1.04,-6.028861,7.19E-01,,
A_24_P31165,5.36E-01,3.06E-01,1.04,-6.028863,5.33E-01,GFAP,glial fibrillary acidic protein
A_23_P4133,5.36E-01,3.06E-01,1.04,-6.028894,4.38E-01,AOC2,"amine oxidase, copper containing 2"
A_23_P257911,5.36E-01,3.06E-01,-1.04,-6.028932,-2.04E-01,USP16,ubiquitin specific peptidase 16
A_32_P66570,5.36E-01,3.06E-01,-1.04,-6.029124,-4.78E-01,,
A_24_P808534,5.36E-01,3.06E-01,1.04,-6.02914,4.04E-01,DHX9,DEAH-box helicase 9
A_23_P166775,5.36E-01,3.06E-01,-1.04,-6.029145,-4.00E-01,IL17RC,interleukin 17 receptor C
A_24_P132019,5.36E-01,3.06E-01,1.04,-6.029181,2.71E-01,LNPEP,leucyl and cystinyl aminopeptidase
A_23_P436484,5.36E-01,3.06E-01,1.04,-6.0292,4.68E-01,,
A_24_P792124,5.36E-01,3.06E-01,-1.04,-6.029204,-5.27E-01,SCN9A,sodium voltage-gated channel alpha subunit 9
A_24_P325006,5.36E-01,3.07E-01,1.04,-6.02936,4.15E-01,PHBP19,prohibitin pseudogene 19
A_24_P36299,5.36E-01,3.07E-01,1.04,-6.029369,3.35E-01,ARHGAP35,Rho GTPase activating protein 35
A_32_P88776,5.36E-01,3.07E-01,1.04,-6.029423,8.52E-01,SYT16,synaptotagmin 16
A_24_P64781,5.36E-01,3.07E-01,1.04,-6.029492,4.26E-01,KITLG,KIT ligand
A_32_P148085,5.36E-01,3.07E-01,-1.04,-6.029517,-4.10E-01,,
A_24_P89872,5.37E-01,3.07E-01,-1.04,-6.029864,-2.48E-01,ZNF189,zinc finger protein 189
A_23_P69738,5.37E-01,3.07E-01,-1.04,-6.029904,-1.07,RASL11B,RAS like family 11 member B
A_23_P2873,5.37E-01,3.07E-01,1.04,-6.029999,3.51E-01,KLC1,kinesin light chain 1
A_23_P118392,5.37E-01,3.07E-01,-1.04,-6.030012,-6.72E-01,RASD1,ras related dexamethasone induced 1
A_32_P36596,5.37E-01,3.07E-01,1.04,-6.030016,4.69E-01,,
A_24_P931653,5.37E-01,3.07E-01,1.04,-6.030019,7.73E-01,,
A_23_P321452,5.37E-01,3.07E-01,1.04,-6.030051,3.15E-01,PDZD8,PDZ domain containing 8
A_32_P61763,5.37E-01,3.07E-01,1.04,-6.030162,4.70E-01,,
A_32_P200833,5.37E-01,3.07E-01,-1.04,-6.030186,-4.90E-01,,
A_23_P209135,5.37E-01,3.07E-01,1.04,-6.030423,4.38E-01,LAIR1,leukocyte associated immunoglobulin like receptor 1
A_24_P751074,5.37E-01,3.07E-01,1.04,-6.030502,5.50E-01,ETS1,"ETS proto-oncogene 1, transcription factor"
A_23_P153827,5.37E-01,3.07E-01,1.04,-6.030518,5.14E-01,MLLT1,"MLLT1, super elongation complex subunit"
A_32_P177750,5.37E-01,3.07E-01,-1.04,-6.030549,-3.73E-01,STRADB,STE20-related kinase adaptor beta
A_23_P91930,5.37E-01,3.07E-01,1.04,-6.030563,2.79E-01,QTRT2,queuine tRNA-ribosyltransferase accessory subunit 2
A_24_P874508,5.37E-01,3.07E-01,1.04,-6.030699,6.77E-01,,
A_23_P165355,5.37E-01,3.07E-01,1.04,-6.030702,3.52E-01,FARSB,phenylalanyl-tRNA synthetase beta subunit
A_24_P8333,5.37E-01,3.07E-01,-1.04,-6.030706,-4.58E-01,LOC101927815,uncharacterized LOC101927815
A_24_P937158,5.37E-01,3.07E-01,1.04,-6.030778,5.60E-01,,
A_23_P28652,5.37E-01,3.07E-01,-1.04,-6.030789,-2.53E-01,ATRAID,all-trans retinoic acid induced differentiation factor
A_32_P119018,5.37E-01,3.07E-01,1.04,-6.030794,6.46E-01,,
A_23_P102083,5.37E-01,3.07E-01,-1.04,-6.030898,-4.73E-01,BOLL,"boule homolog, RNA binding protein"
A_24_P290751,5.37E-01,3.07E-01,1.04,-6.030932,5.25E-01,DTX1,deltex E3 ubiquitin ligase 1
A_23_P252671,5.37E-01,3.07E-01,-1.04,-6.030936,-5.50E-01,CLTB,clathrin light chain B
A_24_P134488,5.37E-01,3.07E-01,-1.04,-6.030978,-4.15E-01,PIK3IP1,phosphoinositide-3-kinase interacting protein 1
A_23_P65674,5.37E-01,3.07E-01,-1.04,-6.030982,-2.97E-01,TMOD3,tropomodulin 3
A_23_P157580,5.37E-01,3.07E-01,1.04,-6.030993,2.93E-01,SDCBP,syndecan binding protein
A_24_P40417,5.37E-01,3.07E-01,1.04,-6.031001,3.05E-01,FMR1,fragile X mental retardation 1
A_32_P6344,5.37E-01,3.07E-01,-1.04,-6.031115,-2.91E-01,MAP2K4,mitogen-activated protein kinase kinase 4
A_23_P29257,5.37E-01,3.07E-01,-1.04,-6.03113,-4.38E-01,H1F0,H1 histone family member 0
A_32_P154380,5.37E-01,3.07E-01,1.04,-6.031243,4.74E-01,,
A_24_P928243,5.37E-01,3.07E-01,1.04,-6.031386,6.54E-01,,
A_32_P193583,5.37E-01,3.08E-01,-1.04,-6.03153,-5.45E-01,FAM218A,family with sequence similarity 218 member A
A_23_P21278,5.37E-01,3.08E-01,-1.04,-6.031535,-4.30E-01,MTBP,MDM2 binding protein
A_23_P250948,5.37E-01,3.08E-01,-1.04,-6.031549,-3.05E-01,BRPF1,bromodomain and PHD finger containing 1
A_23_P97889,5.37E-01,3.08E-01,1.04,-6.031575,3.72E-01,POLL,polymerase (DNA) lambda
A_24_P181944,5.37E-01,3.08E-01,1.04,-6.031613,4.70E-01,PHF20,PHD finger protein 20
A_32_P45297,5.37E-01,3.08E-01,1.04,-6.031622,5.15E-01,LINC00312,long intergenic non-protein coding RNA 312
A_24_P127564,5.37E-01,3.08E-01,1.04,-6.03174,3.50E-01,SPACA6,sperm acrosome associated 6
A_24_P201739,5.37E-01,3.08E-01,1.04,-6.031765,4.04E-01,SH2B3,SH2B adaptor protein 3
A_24_P510047,5.37E-01,3.08E-01,-1.04,-6.031921,-4.24E-01,,
A_24_P85258,5.37E-01,3.08E-01,-1.04,-6.031951,-1.02,,
A_23_P251825,5.37E-01,3.08E-01,-1.04,-6.032016,-3.26E-01,IFRD1,interferon related developmental regulator 1
A_24_P403959,5.37E-01,3.08E-01,-1.04,-6.03205,-5.46E-01,RNASE1,"ribonuclease A family member 1, pancreatic"
A_24_P41306,5.37E-01,3.08E-01,1.04,-6.032054,7.87E-01,,
A_23_P66563,5.37E-01,3.08E-01,1.04,-6.032065,2.31E-01,SMG8,"SMG8, nonsense mediated mRNA decay factor"
A_23_P368067,5.38E-01,3.08E-01,1.04,-6.032128,5.16E-01,TAP2,"transporter 2, ATP binding cassette subfamily B member"
A_24_P477516,5.38E-01,3.08E-01,1.04,-6.032358,6.42E-01,,
A_24_P644556,5.38E-01,3.08E-01,-1.03,-6.032476,-5.08E-01,,
A_24_P84401,5.38E-01,3.08E-01,1.03,-6.032537,7.44E-01,,
A_23_P321984,5.38E-01,3.08E-01,-1.03,-6.032565,-6.41E-01,CLECL1,C-type lectin like 1
A_23_P47282,5.38E-01,3.08E-01,1.03,-6.032566,3.48E-01,ST14,suppression of tumorigenicity 14
A_32_P366909,5.38E-01,3.08E-01,1.03,-6.032741,6.32E-01,NBPF18P,"neuroblastoma breakpoint family member 18, pseudogene"
A_23_P201901,5.38E-01,3.08E-01,-1.03,-6.032753,-9.35E-01,TRIM58,tripartite motif containing 58
A_23_P342348,5.38E-01,3.08E-01,-1.03,-6.032799,-3.30E-01,COX4I1,cytochrome c oxidase subunit 4I1
A_24_P916496,5.38E-01,3.08E-01,-1.03,-6.032826,-4.15E-01,PRKCA,protein kinase C alpha
A_23_P308924,5.38E-01,3.08E-01,1.03,-6.032877,2.61E-01,DUSP16,dual specificity phosphatase 16
A_24_P761130,5.38E-01,3.08E-01,-1.03,-6.032958,-5.13E-01,LINC01001,long intergenic non-protein coding RNA 1001
A_23_P146217,5.38E-01,3.08E-01,1.03,-6.032959,3.67E-01,BAG4,BCL2 associated athanogene 4
A_24_P175563,5.38E-01,3.08E-01,-1.03,-6.032974,-5.37E-01,ACBD5,acyl-CoA binding domain containing 5
A_23_P12392,5.38E-01,3.08E-01,-1.03,-6.032993,-4.66E-01,PTPRC,"protein tyrosine phosphatase, receptor type C"
A_23_P50591,5.38E-01,3.08E-01,-1.03,-6.033011,-4.24E-01,KCNK6,potassium two pore domain channel subfamily K member 6
A_24_P204386,5.38E-01,3.08E-01,1.03,-6.033188,4.64E-01,MTMR9LP,"myotubularin related protein 9-like, pseudogene"
A_23_P139682,5.38E-01,3.08E-01,-1.03,-6.03331,-5.05E-01,PZP,"PZP, alpha-2-macroglobulin like"
A_23_P53363,5.38E-01,3.08E-01,-1.03,-6.033348,-2.79E-01,ATP23,ATP23 metallopeptidase and ATP synthase assembly factor homolog
A_24_P62615,5.38E-01,3.08E-01,1.03,-6.033628,5.07E-01,CAP1,adenylate cyclase associated protein 1
A_23_P63736,5.38E-01,3.08E-01,-1.03,-6.03364,-8.77E-01,LINC00839,long intergenic non-protein coding RNA 839
A_24_P931788,5.38E-01,3.08E-01,-1.03,-6.033647,-5.34E-01,,
A_23_P129085,5.38E-01,3.08E-01,-1.03,-6.033648,-9.24E-01,SPESP1,sperm equatorial segment protein 1
A_24_P31875,5.38E-01,3.09E-01,-1.03,-6.03374,-4.57E-01,ZNF645,zinc finger protein 645
A_23_P139146,5.38E-01,3.09E-01,-1.03,-6.03376,-6.06E-01,MS4A8,membrane spanning 4-domains A8
A_23_P137410,5.38E-01,3.09E-01,1.03,-6.033848,6.22E-01,,
A_24_P626470,5.38E-01,3.09E-01,-1.03,-6.033868,-4.71E-01,,
A_23_P402778,5.38E-01,3.09E-01,-1.03,-6.033922,-4.49E-01,TRIM40,tripartite motif containing 40
A_23_P158406,5.38E-01,3.09E-01,1.03,-6.034036,6.50E-01,PDE4D,phosphodiesterase 4D
A_24_P452326,5.38E-01,3.09E-01,1.03,-6.034121,4.72E-01,,
A_32_P175539,5.38E-01,3.09E-01,1.03,-6.034154,3.24E-01,RCN2,reticulocalbin 2
A_23_P372096,5.38E-01,3.09E-01,1.03,-6.034206,6.95E-01,,
A_23_P154315,5.39E-01,3.09E-01,1.03,-6.034407,2.54E-01,MRPS9,mitochondrial ribosomal protein S9
A_32_P358264,5.39E-01,3.09E-01,-1.03,-6.034461,-4.57E-01,,
A_32_P97192,5.39E-01,3.09E-01,1.03,-6.034468,3.85E-01,,
A_24_P367645,5.39E-01,3.09E-01,-1.03,-6.034551,-6.22E-01,MAP7D2,MAP7 domain containing 2
A_23_P389281,5.39E-01,3.09E-01,1.03,-6.034698,7.59E-01,HOXA13,homeobox A13
A_32_P202886,5.39E-01,3.09E-01,-1.03,-6.034803,-4.40E-01,,
A_24_P929888,5.39E-01,3.09E-01,-1.03,-6.034894,-3.72E-01,,
A_24_P313804,5.39E-01,3.09E-01,1.03,-6.034945,3.85E-01,ZNF587,zinc finger protein 587
A_23_P363414,5.39E-01,3.09E-01,-1.03,-6.034961,-5.02E-01,FAM26D,family with sequence similarity 26 member D
A_24_P153416,5.39E-01,3.09E-01,1.03,-6.034985,5.51E-01,KIR2DS1,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1"
A_24_P476081,5.39E-01,3.09E-01,1.03,-6.035008,6.07E-01,,
A_23_P125157,5.39E-01,3.09E-01,1.03,-6.035031,2.59E-01,NFATC2IP,nuclear factor of activated T-cells 2 interacting protein
A_23_P166686,5.39E-01,3.09E-01,-1.03,-6.035063,-3.29E-01,AMOTL2,angiomotin like 2
A_24_P42453,5.39E-01,3.09E-01,1.03,-6.035104,4.51E-01,MTRNR2L2,MT-RNR2-like 2
A_23_P348831,5.39E-01,3.09E-01,-1.03,-6.035108,-4.46E-01,IL3,interleukin 3
A_23_P1761,5.39E-01,3.09E-01,1.03,-6.035132,5.07E-01,,
A_24_P715104,5.39E-01,3.09E-01,-1.03,-6.035156,-4.33E-01,,
A_23_P92107,5.39E-01,3.09E-01,-1.03,-6.035171,-5.57E-01,SLC15A2,solute carrier family 15 member 2
A_23_P22761,5.39E-01,3.09E-01,1.03,-6.035176,7.78E-01,SHOX,short stature homeobox
A_24_P930162,5.39E-01,3.09E-01,-1.03,-6.035199,-4.58E-01,,
A_32_P197393,5.39E-01,3.09E-01,-1.03,-6.035221,-4.83E-01,,
A_24_P103893,5.39E-01,3.09E-01,-1.03,-6.035291,-5.42E-01,HPSE2,heparanase 2 (inactive)
A_24_P409250,5.39E-01,3.09E-01,-1.03,-6.035354,-5.57E-01,,
A_23_P305292,5.39E-01,3.09E-01,-1.03,-6.035479,-6.22E-01,,
A_23_P201596,5.39E-01,3.09E-01,1.03,-6.035624,2.86E-01,AMPD2,adenosine monophosphate deaminase 2
A_24_P124875,5.39E-01,3.09E-01,-1.03,-6.035626,-6.48E-01,OTUB2,"OTU deubiquitinase, ubiquitin aldehyde binding 2"
A_32_P83270,5.39E-01,3.09E-01,1.03,-6.0357,4.66E-01,LINC01249,long intergenic non-protein coding RNA 1249
A_23_P202715,5.39E-01,3.09E-01,1.03,-6.035723,2.48E-01,PHF21A,PHD finger protein 21A
A_32_P125056,5.39E-01,3.09E-01,-1.03,-6.03577,-4.57E-01,,
A_24_P237878,5.39E-01,3.09E-01,1.03,-6.035782,3.85E-01,MCRIP1,MAPK regulated corepressor interacting protein 1
A_23_P107257,5.39E-01,3.09E-01,-1.03,-6.035813,-2.28E-01,SPOP,speckle type BTB/POZ protein
A_23_P315843,5.39E-01,3.10E-01,1.03,-6.03609,2.59E-01,NCOA5,nuclear receptor coactivator 5
A_24_P406986,5.39E-01,3.10E-01,1.03,-6.036287,6.34E-01,SLC43A3,solute carrier family 43 member 3
A_23_P217507,5.39E-01,3.10E-01,-1.03,-6.036301,-3.50E-01,ZBED1,zinc finger BED-type containing 1
A_24_P234732,5.39E-01,3.10E-01,-1.03,-6.036338,-4.23E-01,MXD4,MAX dimerization protein 4
A_32_P168053,5.39E-01,3.10E-01,-1.03,-6.03634,-5.00E-01,,
A_23_P104555,5.39E-01,3.10E-01,1.03,-6.036446,4.74E-01,ANKRD2,ankyrin repeat domain 2
A_24_P453532,5.39E-01,3.10E-01,-1.03,-6.036457,-5.01E-01,CDC42-IT1,CDC42 intronic transcript 1
A_24_P117709,5.40E-01,3.10E-01,-1.03,-6.036766,-4.40E-01,MAML3,mastermind like transcriptional coactivator 3
A_23_P345725,5.40E-01,3.10E-01,-1.03,-6.036834,-5.76E-01,HOXD4,homeobox D4
A_23_P395911,5.40E-01,3.10E-01,1.03,-6.036997,5.94E-01,FBXO17,F-box protein 17
A_23_P69372,5.40E-01,3.10E-01,-1.03,-6.03703,-5.17E-01,TF,transferrin
A_23_P306755,5.40E-01,3.10E-01,1.03,-6.037037,4.91E-01,CRYAA,crystallin alpha A
A_32_P121834,5.40E-01,3.10E-01,1.03,-6.037276,7.64E-01,IQCF1,IQ motif containing F1
A_32_P305820,5.40E-01,3.10E-01,-1.03,-6.03728,-4.58E-01,,
A_24_P934184,5.40E-01,3.10E-01,-1.03,-6.037284,-5.00E-01,SGSM2,small G protein signaling modulator 2
A_23_P41194,5.40E-01,3.10E-01,-1.03,-6.037296,-4.55E-01,LRRC34,leucine rich repeat containing 34
A_23_P145777,5.40E-01,3.10E-01,-1.03,-6.037412,-2.46E-01,NDUFA4,"NDUFA4, mitochondrial complex associated"
A_23_P52826,5.40E-01,3.10E-01,1.03,-6.037609,2.16E-01,BUD13,BUD13 homolog
A_23_P152620,5.40E-01,3.10E-01,1.03,-6.037749,4.81E-01,TNFSF13,tumor necrosis factor superfamily member 13
A_23_P404871,5.40E-01,3.10E-01,-1.03,-6.037762,-2.68E-01,ERGIC1,endoplasmic reticulum-golgi intermediate compartment 1
A_23_P97892,5.40E-01,3.10E-01,1.03,-6.037801,4.17E-01,LDB1,LIM domain binding 1
A_23_P128956,5.40E-01,3.10E-01,-1.03,-6.037827,-2.59E-01,ZFYVE1,zinc finger FYVE-type containing 1
A_32_P18159,5.40E-01,3.10E-01,-1.03,-6.037863,-3.73E-01,LYRM7,LYR motif containing 7
A_32_P120043,5.40E-01,3.10E-01,1.03,-6.037885,6.40E-01,FAM26E,family with sequence similarity 26 member E
A_32_P207903,5.40E-01,3.10E-01,-1.03,-6.037895,-6.90E-01,,
A_24_P465306,5.40E-01,3.10E-01,-1.03,-6.037948,-4.98E-01,,
A_24_P922173,5.40E-01,3.10E-01,-1.03,-6.037954,-4.97E-01,,
A_24_P139152,5.40E-01,3.10E-01,-1.03,-6.037958,-9.32E-01,COL8A1,collagen type VIII alpha 1 chain
A_32_P221991,5.40E-01,3.10E-01,-1.03,-6.038042,-4.01E-01,RALGPS1,Ral GEF with PH domain and SH3 binding motif 1
A_23_P66110,5.40E-01,3.11E-01,-1.03,-6.03811,-3.33E-01,TSC2,tuberous sclerosis 2
A_23_P12435,5.40E-01,3.11E-01,-1.03,-6.038127,-5.34E-01,PPP1R12B,protein phosphatase 1 regulatory subunit 12B
A_32_P225345,5.40E-01,3.11E-01,-1.03,-6.038309,-5.10E-01,C11orf88,chromosome 11 open reading frame 88
A_32_P146871,5.40E-01,3.11E-01,1.03,-6.038433,4.27E-01,,
A_24_P100650,5.40E-01,3.11E-01,-1.03,-6.03844,-5.20E-01,EQTN,equatorin
A_24_P105933,5.40E-01,3.11E-01,-1.03,-6.03844,-8.31E-01,VIPR1,vasoactive intestinal peptide receptor 1
A_23_P32955,5.40E-01,3.11E-01,-1.03,-6.038445,-4.42E-01,MERTK,"MER proto-oncogene, tyrosine kinase"
A_24_P855508,5.40E-01,3.11E-01,-1.03,-6.038515,-4.84E-01,C9orf153,chromosome 9 open reading frame 153
A_24_P202948,5.40E-01,3.11E-01,1.03,-6.038526,3.10E-01,DGCR6,DiGeorge syndrome critical region gene 6
A_32_P87872,5.40E-01,3.11E-01,-1.03,-6.038646,-3.54E-01,IMMP2L,inner mitochondrial membrane peptidase subunit 2
A_24_P868334,5.40E-01,3.11E-01,1.03,-6.03877,6.35E-01,,
A_24_P664891,5.41E-01,3.11E-01,1.03,-6.038876,1.13,COX6A1,cytochrome c oxidase subunit 6A1
A_23_P128783,5.41E-01,3.11E-01,-1.03,-6.038986,-2.16E-01,EAPP,E2F associated phosphoprotein
A_24_P923822,5.41E-01,3.11E-01,1.03,-6.039012,6.34E-01,,
A_32_P113380,5.41E-01,3.11E-01,-1.03,-6.039185,-5.39E-01,,
A_24_P315457,5.41E-01,3.11E-01,1.03,-6.039383,2.47E-01,,
A_24_P685691,5.41E-01,3.11E-01,-1.03,-6.039434,-5.27E-01,,
A_24_P397489,5.41E-01,3.11E-01,-1.03,-6.039493,-6.77E-01,GCNT2,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)"
A_23_P139841,5.41E-01,3.11E-01,-1.03,-6.039602,-5.16E-01,KCNC2,potassium voltage-gated channel subfamily C member 2
A_32_P175674,5.41E-01,3.11E-01,-1.03,-6.039653,-3.36E-01,,
A_24_P915338,5.41E-01,3.11E-01,1.03,-6.039662,5.55E-01,,
A_23_P59210,5.41E-01,3.11E-01,1.03,-6.039663,3.57E-01,CDKN1A,cyclin dependent kinase inhibitor 1A
A_24_P93874,5.41E-01,3.11E-01,-1.03,-6.039822,-5.83E-01,LOC100289045,uncharacterized LOC100289045
A_24_P202357,5.41E-01,3.11E-01,1.03,-6.039897,3.02E-01,PNPO,pyridoxamine 5'-phosphate oxidase
A_23_P96775,5.41E-01,3.11E-01,1.03,-6.03992,2.10E-01,LRRC47,leucine rich repeat containing 47
A_23_P127128,5.41E-01,3.11E-01,-1.03,-6.040009,-2.61E-01,DNAJC1,DnaJ heat shock protein family (Hsp40) member C1
A_23_P25515,5.41E-01,3.11E-01,-1.03,-6.040076,-2.77E-01,MTMR6,myotubularin related protein 6
A_23_P88404,5.41E-01,3.11E-01,-1.03,-6.040174,-5.73E-01,TGFB3,transforming growth factor beta 3
A_24_P34344,5.41E-01,3.11E-01,-1.03,-6.040212,-2.29E-01,TRIM33,tripartite motif containing 33
A_24_P608302,5.41E-01,3.12E-01,1.03,-6.040253,5.39E-01,SNHG17,small nucleolar RNA host gene 17
A_32_P117758,5.41E-01,3.12E-01,-1.03,-6.040271,-6.11E-01,,
A_23_P75260,5.41E-01,3.12E-01,1.03,-6.040319,5.45E-01,RASSF4,Ras association domain family member 4
A_24_P213396,5.41E-01,3.12E-01,-1.03,-6.040395,-2.46E-01,,
A_24_P857932,5.41E-01,3.12E-01,-1.03,-6.040429,-4.53E-01,,
A_23_P124522,5.41E-01,3.12E-01,-1.03,-6.040446,-3.40E-01,DCAKD,dephospho-CoA kinase domain containing
A_23_P130194,5.41E-01,3.12E-01,-1.03,-6.040494,-5.18E-01,PYCR1,pyrroline-5-carboxylate reductase 1
A_23_P107132,5.41E-01,3.12E-01,-1.03,-6.040501,-4.51E-01,RCVRN,recoverin
A_23_P141173,5.41E-01,3.12E-01,1.03,-6.040519,6.78E-01,MPO,myeloperoxidase
A_24_P922877,5.41E-01,3.12E-01,1.03,-6.040522,2.67E-01,KLC1,kinesin light chain 1
A_24_P943949,5.41E-01,3.12E-01,-1.03,-6.040605,-4.43E-01,LRRC8B,leucine rich repeat containing 8 family member B
A_24_P50248,5.41E-01,3.12E-01,1.03,-6.040647,3.91E-01,FAM110C,family with sequence similarity 110 member C
A_23_P66174,5.41E-01,3.12E-01,1.03,-6.040678,7.18E-01,SBK1,SH3 domain binding kinase 1
A_23_P36905,5.41E-01,3.12E-01,-1.03,-6.040724,-5.02E-01,MLNR,motilin receptor
A_24_P262321,5.41E-01,3.12E-01,-1.03,-6.040743,-4.09E-01,TVP23C-CDRT4,TVP23C-CDRT4 readthrough
A_24_P192301,5.41E-01,3.12E-01,1.03,-6.040761,8.48E-01,SEMA3A,semaphorin 3A
A_24_P273561,5.41E-01,3.12E-01,1.03,-6.04083,3.66E-01,KIAA1551,KIAA1551
A_24_P941526,5.41E-01,3.12E-01,-1.03,-6.040835,-5.53E-01,ACSL6,acyl-CoA synthetase long-chain family member 6
A_23_P143926,5.41E-01,3.12E-01,-1.03,-6.040904,-2.97E-01,ULK4,unc-51 like kinase 4
A_32_P123479,5.41E-01,3.12E-01,-1.03,-6.041025,-4.21E-01,WDR86,WD repeat domain 86
A_23_P102462,5.42E-01,3.12E-01,-1.03,-6.041398,-4.37E-01,FBLN7,fibulin 7
A_32_P143689,5.42E-01,3.12E-01,-1.03,-6.041403,-4.03E-01,,
A_23_P64372,5.42E-01,3.12E-01,1.03,-6.041413,1.35,TCN1,transcobalamin 1
A_23_P23175,5.42E-01,3.12E-01,1.03,-6.041442,3.85E-01,SNIP1,Smad nuclear interacting protein 1
A_32_P78488,5.42E-01,3.12E-01,1.03,-6.041448,5.30E-01,,
A_23_P121253,5.42E-01,3.12E-01,1.03,-6.041522,4.77E-01,TNFSF10,tumor necrosis factor superfamily member 10
A_24_P99005,5.42E-01,3.12E-01,-1.03,-6.041565,-4.47E-01,,
A_24_P272099,5.42E-01,3.12E-01,-1.03,-6.041582,-4.71E-01,,
A_23_P410110,5.42E-01,3.12E-01,1.03,-6.041604,6.11E-01,C10orf25,chromosome 10 open reading frame 25
A_23_P205007,5.42E-01,3.12E-01,1.03,-6.04171,2.48E-01,IPO5,importin 5
A_23_P24244,5.42E-01,3.12E-01,1.03,-6.041779,5.36E-01,FAM208B,family with sequence similarity 208 member B
A_24_P940921,5.42E-01,3.12E-01,-1.03,-6.041817,-2.28E-01,SETX,senataxin
A_24_P622697,5.42E-01,3.12E-01,-1.03,-6.041818,-3.95E-01,,
A_24_P756289,5.42E-01,3.12E-01,-1.03,-6.041827,-8.62E-01,SOX2-OT,SOX2 overlapping transcript
A_24_P934374,5.42E-01,3.12E-01,-1.03,-6.041847,-4.46E-01,UBE2D3,ubiquitin conjugating enzyme E2 D3
A_23_P60506,5.42E-01,3.12E-01,-1.03,-6.04194,-2.15E-01,HPF1,histone PARylation factor 1
A_23_P207345,5.42E-01,3.12E-01,-1.03,-6.041954,-4.40E-01,ADAM11,ADAM metallopeptidase domain 11
A_24_P193482,5.42E-01,3.12E-01,1.03,-6.041997,3.69E-01,ADAL,adenosine deaminase like
A_23_P21333,5.42E-01,3.12E-01,1.03,-6.042032,6.65E-01,MKRN3,makorin ring finger protein 3
A_23_P502413,5.42E-01,3.12E-01,-1.03,-6.042089,-1,SERPINB4,serpin family B member 4
A_24_P15371,5.42E-01,3.12E-01,1.03,-6.042348,8.24E-01,,
A_24_P419058,5.42E-01,3.12E-01,-1.03,-6.042359,-5.76E-01,ADGRV1,adhesion G protein-coupled receptor V1
A_32_P14457,5.42E-01,3.13E-01,-1.03,-6.042523,-4.60E-01,,
A_23_P163338,5.42E-01,3.13E-01,-1.02,-6.042557,-6.25E-01,CA12,carbonic anhydrase 12
A_32_P150324,5.42E-01,3.13E-01,-1.02,-6.042658,-3.07E-01,,
A_23_P22460,5.42E-01,3.13E-01,1.02,-6.042686,3.10E-01,XIAP,X-linked inhibitor of apoptosis
A_24_P944490,5.42E-01,3.13E-01,-1.02,-6.042772,-4.69E-01,,
A_24_P926693,5.42E-01,3.13E-01,-1.02,-6.042788,-5.57E-01,,
A_23_P416608,5.42E-01,3.13E-01,-1.02,-6.042879,-3.09E-01,LAMP2,lysosomal associated membrane protein 2
A_24_P936172,5.42E-01,3.13E-01,-1.02,-6.042903,-4.84E-01,,
A_32_P201075,5.42E-01,3.13E-01,-1.02,-6.042913,-5.65E-01,,
A_23_P215751,5.42E-01,3.13E-01,-1.02,-6.042925,-2.43E-01,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5
A_23_P7056,5.42E-01,3.13E-01,1.02,-6.042933,3.13E-01,SDAD1,SDA1 domain containing 1
A_24_P410498,5.42E-01,3.13E-01,-1.02,-6.04298,-4.80E-01,WDFY4,WDFY family member 4
A_24_P273890,5.42E-01,3.13E-01,-1.02,-6.042994,-5.52E-01,,
A_24_P923061,5.42E-01,3.13E-01,-1.02,-6.043048,-5.53E-01,RSU1,Ras suppressor protein 1
A_24_P489976,5.42E-01,3.13E-01,-1.02,-6.043095,-6.16E-01,,
A_23_P91504,5.42E-01,3.13E-01,1.02,-6.043123,6.04E-01,ITSN1,intersectin 1
A_23_P400505,5.42E-01,3.13E-01,-1.02,-6.043154,-4.95E-01,C1QTNF9,C1q and tumor necrosis factor related protein 9
A_23_P140630,5.42E-01,3.13E-01,1.02,-6.043204,6.26E-01,LMAN1L,"lectin, mannose binding 1 like"
A_24_P941384,5.42E-01,3.13E-01,-1.02,-6.043253,-4.99E-01,,
